n
"(:Concept {domain: Computer science,name: Algorithms})"
"(:Concept {domain: Artificial intelligence,name: Alphafold 2})"
"(:Concept {domain: Artificial intelligence,name: Alphago})"
"(:Concept {domain: Artificial intelligence,name: Alphastar})"
"(:Concept {domain: Business,name: Amazon})"
"(:Concept {domain: Computer science,name: Analyze visual input})"
"(:Concept {domain: Logic,name: And})"
"(:Concept {domain: Information science,name: Answers})"
"(:Concept {domain: Computer science,name: Ant colony optimization})"
"(:Concept {domain: Biology,name: Ant trails})"
"(:Concept {domain: Pharmacology,name: Antibiotics})"
"(:Concept {domain: Mathematics,name: Any function})"
"(:Concept {domain: Computer science,name: Apple's faceid})"
"(:Concept {domain: Computer science,name: Apple's photos})"
"(:Concept {domain: Computer science,name: Application})"
"(:Concept {domain: Computer science,name: Applications})"
"(:Concept {domain: Artificial intelligence,name: Artificial general intelligence})"
"(:Concept {domain: Artificial intelligence,name: Artificial intelligence})"
"(:Concept {domain: Artificial intelligence,name: Artificial intelligent agents})"
"(:Concept {domain: Computer science,name: Artificial neural network})"
"(:Concept {domain: Computer science,name: Artificial neural networks})"
"(:Concept {domain: Computer science,name: Artificial neurons})"
"(:Concept {domain: Philosophy,name: Aspects of the world})"
"(:Concept {domain: Logic,name: Assumed to be true})"
"(:Concept {domain: Computer science,name: At least 2 hidden layers})"
"(:Concept {domain: Computer science,name: Atari games})"
"(:Concept {domain: Criminology,name: Attempt to identify online gender-based violence})"
"(:Concept {domain: Criminology,name: Attempt to identify online sexual grooming})"
"(:Concept {domain: Computer science,name: Automated decision-making})"
"(:Concept {domain: Artificial intelligence,name: Automated planning})"
"(:Concept {domain: Linguistics,name: Automatic language translation})"
"(:Concept {domain: Engineering,name: Autonomous vehicle})"
"(:Concept {domain: Engineering (or computer science),name: Autonomous vehicles})"
"(:Concept {domain: Computer science,name: Autonomously play open-world video games})"
"(:Concept {domain: Computer science,name: Availability of vast amounts of training data})"
"(:Concept {domain: Mathematics,name: Axioms})"
"(:Concept {domain: Computer science,name: Backpropagation algorithm})"
"(:Concept {domain: Artificial intelligence,name: Backward reasoning})"
"(:Concept {domain: Linguistics,name: Banter humorously})"
"(:Concept {domain: Psychology,name: Based on previous experience})"
"(:Concept {domain: Statistics,name: Bayesian inference algorithm})"
"(:Concept {domain: Statistics,name: Bayesian networks})"
"(:Concept {domain: Computer science,name: Behaviour for their designated tasks})"
"(:Concept {domain: Military science,name: Being deployed})"
"(:Concept {domain: Computer science,name: Big data})"
"(:Concept {domain: Biology,name: Bird flocking})"
"(:Concept {domain: Education,name: Body of knowledge})"
"(:Concept {domain: Game shows,name: Brad rutter})"
"(:Concept {domain: Artificial intelligence,name: Breadth of commonsense knowledge})"
"(:Concept {domain: Mathematics,name: Calculated})"
"(:Concept {domain: Engineering,name: Cameras})"
"(:Concept {domain: Computer science,name: Candidate solutions})"
"(:Concept {domain: Business,name: Cao})"
"(:Concept {domain: Computer science,name: Capabilities})"
"(:Concept {domain: Computer science,name: Capability of computational systems})"
"(:Concept {domain: Microbiology,name: Capable of killing drug-resistant bacteria})"
"(:Concept {domain: Cognitive psychology,name: Categories})"
"(:Concept {domain: Philosophy,name: Causes and effects})"
"(:Concept {domain: Computer science,name: Central processing unit})"
"(:Concept {domain: Computer science,name: Central processing units})"
"(:Concept {domain: Psychology,name: Certain about the situation})"
"(:Concept {domain: Probability,name: Chances of achieving defined goals})"
"(:Concept {domain: Computer science,name: Chatbots})"
"(:Concept {domain: Artificial intelligence,name: Chatgpt})"
"(:Concept {domain: Game theory,name: Chess})"
"(:Concept {domain: Business,name: Chief automation officer})"
"(:Concept {domain: Computer science,name: Children nodes})"
"(:Concept {domain: Psychology,name: Choices})"
"(:Concept {domain: Artificial intelligence,name: Choose responses that are classified as \""good\""})"
"(:Concept {domain: Artificial intelligence,name: Classical planning})"
"(:Concept {domain: Computer science,name: Classification})"
"(:Concept {domain: Computer science,name: Classifiers})"
"(:Concept {domain: Artificial intelligence,name: Claude})"
"(:Concept {domain: Medicine,name: Clinical decision support})"
"(:Concept {domain: Computer science,name: Closest match})"
"(:Concept {domain: Psychology,name: Cognitive task at least as well as a human})"
"(:Concept {domain: Computer science,name: Collection of nodes})"
"(:Concept {domain: Computer science,name: Combinatorial explosion})"
"(:Concept {domain: Military science,name: Command and control})"
"(:Concept {domain: Artificial intelligence,name: Commonsense knowledge})"
"(:Concept {domain: Telecommunications,name: Communications})"
"(:Concept {domain: Chemistry,name: Compounds that block the clumping of alpha-synuclein})"
"(:Concept {domain: Computer science,name: Computational learning theory})"
"(:Concept {domain: Computer science,name: Computational systems})"
"(:Concept {domain: Computer science,name: Computer vision})"
"(:Concept {domain: Economics,name: Concepts from economics})"
"(:Concept {domain: Probability,name: Concepts from probability})"
"(:Concept {domain: Logic,name: Conclusion})"
"(:Concept {domain: Neuroscience,name: Connection between neurons})"
"(:Concept {domain: Information science,name: Content-based indexing and retrieval})"
"(:Concept {domain: Engineering,name: Controllers})"
"(:Concept {domain: Computer science,name: Convolutional neural networks})"
"(:Concept {domain: Military science,name: Coordination and deconfliction of distributed joint fires})"
"(:Concept {domain: Robotics,name: Coordination of sensors and effectors})"
"(:Concept {domain: Economics,name: Cost})"
"(:Concept {domain: Economics,name: Cost of each action})"
"(:Concept {domain: Computer science,name: Cpu})"
"(:Concept {domain: Artificial intelligence,name: Current gpt models})"
"(:Concept {domain: Computer science,name: Cyber operations})"
"(:Concept {domain: Computer science,name: Data})"
"(:Concept {domain: Statistics,name: Data set})"
"(:Concept {domain: Artificial intelligence,name: Deal with uncertain or incomplete information})"
"(:Concept {domain: Operations research,name: Decision analysis})"
"(:Concept {domain: Statistics,name: Decision networks})"
"(:Concept {domain: Economics,name: Decision theory})"
"(:Concept {domain: Computer science,name: Decision tree})"
"(:Concept {domain: Decision theory,name: Decision with each possible state})"
"(:Concept {domain: Psychology,name: Decision-making})"
"(:Concept {domain: Artificial intelligence,name: Decision-making agent})"
"(:Concept {domain: Game theory,name: Decisions that involve other agents})"
"(:Concept {domain: Logic,name: Deductive reasoning})"
"(:Concept {domain: Artificial intelligence,name: Deep blue})"
"(:Concept {domain: Computer science,name: Deep learning})"
"(:Concept {domain: Computer science,name: Deep neural network})"
"(:Concept {domain: Artificial intelligence,name: Deep reinforcement learning})"
"(:Concept {domain: Education,name: Deepen understanding})"
"(:Concept {domain: Biology,name: Deepen understanding of biomedically relevant pathways})"
"(:Concept {domain: Artificial intelligence,name: Deepmind})"
"(:Concept {domain: Artificial intelligence,name: Default reasoning})"
"(:Concept {domain: Logic,name: Degree of truth})"
"(:Concept {domain: Artificial intelligence,name: Demonstrate and test ai's most advanced techniques})"
"(:Concept {domain: Military science,name: Deployment})"
"(:Concept {domain: Computer science,name: Different types of data})"
"(:Concept {domain: Computer science,name: Difficult problems})"
"(:Concept {domain: Artificial intelligence,name: Difficulty of knowledge acquisition})"
"(:Concept {domain: Communication,name: Discussions})"
"(:Concept {domain: Computer science,name: Distributed search processes})"
"(:Concept {domain: Economics,name: Dominant means})"
"(:Concept {domain: Computer science,name: Driving internet traffic})"
"(:Concept {domain: Statistics,name: Dynamic bayesian networks})"
"(:Concept {domain: Statistics,name: Dynamic decision networks})"
"(:Concept {domain: Artificial intelligence,name: Early ai research})"
"(:Concept {domain: Artificial intelligence,name: Early researchers})"
"(:Concept {domain: History,name: Early work})"
"(:Concept {domain: Computer science,name: Edge})"
"(:Concept {domain: Physics,name: Effect of any action})"
"(:Concept {domain: Psychology,name: Effects displayed by a videotaped subject})"
"(:Concept {domain: Computer science,name: Essential applications})"
"(:Concept {domain: Ethics,name: Ethical concerns})"
"(:Concept {domain: Ethics,name: Ethically compelled to use ai})"
"(:Concept {domain: Physics,name: Even faster})"
"(:Concept {domain: History,name: Events})"
"(:Concept {domain: Economics,name: Every 18 months})"
"(:Concept {domain: Logic,name: Every x is a y})"
"(:Concept {domain: Computer science,name: Evolutionary computation})"
"(:Concept {domain: Statistics,name: Expectation–maximization algorithm})"
"(:Concept {domain: Economics,name: Expected utility})"
"(:Concept {domain: Mathematics,name: Exponentially slower})"
"(:Concept {domain: Manufacturing,name: Fabrication})"
"(:Concept {domain: Business,name: Facebook})"
"(:Concept {domain: Computer science,name: Facial recognition})"
"(:Concept {domain: Logic,name: Falsehoods})"
"(:Concept {domain: Economics,name: Fastest growing sectors})"
"(:Concept {domain: Computer science,name: Feedforward neural networks})"
"(:Concept {domain: Science,name: Field})"
"(:Concept {domain: Science,name: Field of research})"
"(:Concept {domain: Computer science,name: Filtering})"
"(:Concept {domain: Economics,name: Finance})"
"(:Concept {domain: Pharmacology,name: Find a class of antibiotics})"
"(:Concept {domain: Artificial intelligence,name: Find a goal state})"
"(:Concept {domain: Artificial intelligence,name: Find a path to a target goal})"
"(:Concept {domain: Artificial intelligence,name: Finding explanations})"
"(:Concept {domain: Computer science,name: Finite memory})"
"(:Concept {domain: Computer science,name: Finite processing capabilities})"
"(:Concept {domain: Computer science,name: First computer chess-playing system})"
"(:Concept {domain: Computer science,name: First computer go-playing system})"
"(:Concept {domain: Biology,name: Fittest to survive each generation})"
"(:Concept {domain: Artificial intelligence,name: Formal knowledge representations})"
"(:Concept {domain: Logic,name: Formal logic})"
"(:Concept {domain: Linguistics,name: From corrections})"
"(:Concept {domain: Set theory,name: Function})"
"(:Concept {domain: Economics,name: Funding})"
"(:Concept {domain: Computer science,name: Fuzzy logic})"
"(:Concept {domain: Computer science,name: Game playing programs})"
"(:Concept {domain: Mathematics,name: Game theory})"
"(:Concept {domain: Computer science,name: Game-playing programs})"
"(:Concept {domain: Computer science,name: Game-playing systems})"
"(:Concept {domain: Chess,name: Garry kasparov})"
"(:Concept {domain: Artificial intelligence,name: Gemini})"
"(:Concept {domain: Computer science,name: General problem})"
"(:Concept {domain: Computer science,name: General-purpose programming languages})"
"(:Concept {domain: Linguistics,name: Generate coherent text})"
"(:Concept {domain: Artificial intelligence,name: Generating falsehoods})"
"(:Concept {domain: Artificial intelligence,name: Generative ai})"
"(:Concept {domain: Computer science,name: Generative and creative tool})"
"(:Concept {domain: Computer science,name: Generative and creative tools})"
"(:Concept {domain: Computer science,name: Generative pre-trained transformer})"
"(:Concept {domain: Computer science,name: Generative pre-trained transformers})"
"(:Concept {domain: Economics,name: Getting worse})"
"(:Concept {domain: Logic,name: Given})"
"(:Concept {domain: Game theory,name: Go})"
"(:Concept {domain: Psychology,name: Goals or preferences})"
"(:Concept {domain: Computer science,name: Google assistant})"
"(:Concept {domain: Artificial intelligence,name: Google deepmind})"
"(:Concept {domain: Computer science,name: Google search})"
"(:Concept {domain: Computer science,name: Google translate})"
"(:Concept {domain: Computer science,name: Google's facenet})"
"(:Concept {domain: Economics,name: Gordon moore})"
"(:Concept {domain: Artificial intelligence,name: Gpt})"
"(:Concept {domain: Artificial intelligence,name: Gpt models})"
"(:Concept {domain: Artificial intelligence,name: Gpt-4})"
"(:Concept {domain: Mathematics,name: Gradient descent})"
"(:Concept {domain: Chess,name: Grandmaster level})"
"(:Concept {domain: Computer science,name: Graphics processing units})"
"(:Concept {domain: Computer science,name: Graphics processing units replace central processing units})"
"(:Concept {domain: Biology,name: Growth})"
"(:Concept {domain: Economics,name: Growth acceleration})"
"(:Concept {domain: Psychology,name: Guess})"
"(:Concept {domain: Artificial intelligence,name: Guess incrementally})"
"(:Concept {domain: Psychology,name: Hallucinations})"
"(:Concept {domain: Ethics,name: Harms})"
"(:Concept {domain: Computer science,name: Heuristic})"
"(:Concept {domain: Computer science,name: Heuristics})"
"(:Concept {domain: Computer science,name: Hidden layer of nodes})"
"(:Concept {domain: Statistics,name: Hidden markov models})"
"(:Concept {domain: Computer science,name: High-profile applications})"
"(:Concept {domain: Computer science,name: Higher-level features})"
"(:Concept {domain: Artificial intelligence,name: How an agent can make choices and plan})"
"(:Concept {domain: Psychology,name: How much the agent prefers it})"
"(:Concept {domain: Economics,name: Huang's law})"
"(:Concept {domain: Psychology,name: Human emotion})"
"(:Concept {domain: Psychology,name: Human feeling})"
"(:Concept {domain: Psychology,name: Human mood})"
"(:Concept {domain: Linguistics,name: Human-like text})"
"(:Concept {domain: Biology,name: Humans})"
"(:Concept {domain: Computer science,name: Human–computer interaction})"
"(:Concept {domain: Computer science,name: Image classification})"
"(:Concept {domain: Computer science,name: Image labeling})"
"(:Concept {domain: Computer science,name: Image processing})"
"(:Concept {domain: Computer science,name: Images})"
"(:Concept {domain: Logic,name: Implies})"
"(:Concept {domain: Computer science,name: Important tool})"
"(:Concept {domain: Engineering,name: Improvements})"
"(:Concept {domain: Computer science,name: Increase in computer power})"
"(:Concept {domain: Medicine,name: Increase patient care})"
"(:Concept {domain: Sociology,name: Increase quality of life})"
"(:Concept {domain: Computer science,name: Increasingly designed with ai-specific enhancements})"
"(:Concept {domain: Artificial intelligence,name: Increasingly generalistic reinforcement learning models})"
"(:Concept {domain: Engineering,name: Industrial robotics})"
"(:Concept {domain: Computer science,name: Inference})"
"(:Concept {domain: Information theory,name: Information})"
"(:Concept {domain: Computer science,name: Information extraction})"
"(:Concept {domain: Military science,name: Information operations})"
"(:Concept {domain: Computer science,name: Information retrieval})"
"(:Concept {domain: Information science,name: Information value theory})"
"(:Concept {domain: Medicine,name: Initial screening process})"
"(:Concept {domain: Computer science,name: Input})"
"(:Concept {domain: Computer science,name: Inputs through biologically inspired artificial neural networks})"
"(:Concept {domain: Engineering,name: Integration})"
"(:Concept {domain: Psychology,name: Intelligence})"
"(:Concept {domain: Military science,name: Intelligence collection and analysis})"
"(:Concept {domain: Artificial intelligence,name: Intelligent system to display traits})"
"(:Concept {domain: Artificial intelligence,name: Interact with other agents})"
"(:Concept {domain: Robotics,name: Interact with their environment})"
"(:Concept {domain: Computer science,name: Interact with users})"
"(:Concept {domain: Economics,name: Interest})"
"(:Concept {domain: Artificial intelligence,name: Interesting and actionable inferences})"
"(:Concept {domain: Computer science,name: Interoperability})"
"(:Concept {domain: Computer science,name: Intractable})"
"(:Concept {domain: Mathematics,name: Intractably large})"
"(:Concept {domain: Geography,name: Iraq})"
"(:Concept {domain: Geography,name: Israel})"
"(:Concept {domain: Computer science,name: Iteratively improve a set of candidate solutions})"
"(:Concept {domain: Business,name: Jensen huang})"
"(:Concept {domain: Statistics,name: K-nearest neighbor})"
"(:Concept {domain: Statistics,name: K-nearest neighbor algorithm})"
"(:Concept {domain: Engineering,name: Kalman filters})"
"(:Concept {domain: Go,name: Ke jie})"
"(:Concept {domain: Game shows,name: Ken jennings})"
"(:Concept {domain: Computer science,name: Kernel methods})"
"(:Concept {domain: Computer science,name: Key technique})"
"(:Concept {domain: Epistemology,name: Knowledge about knowledge})"
"(:Concept {domain: Philosophy,name: Knowledge about the world})"
"(:Concept {domain: Computer science,name: Knowledge base})"
"(:Concept {domain: Computer science,name: Knowledge bases})"
"(:Concept {domain: Computer science,name: Knowledge discovery})"
"(:Concept {domain: Artificial intelligence,name: Knowledge gained from one problem})"
"(:Concept {domain: Artificial intelligence,name: Knowledge representation})"
"(:Concept {domain: Artificial intelligence,name: Knowledge to a new problem})"
"(:Concept {domain: Logic,name: Known})"
"(:Concept {domain: Computer science,name: Labeling the training data})"
"(:Concept {domain: Linguistics,name: Large corpus of text})"
"(:Concept {domain: Mathematics,name: Large database of mathematical problems})"
"(:Concept {domain: Computer science,name: Large databases})"
"(:Concept {domain: Computer science,name: Large language models})"
"(:Concept {domain: History,name: Late 2010s})"
"(:Concept {domain: Computer science,name: Leaf nodes})"
"(:Concept {domain: Psychology,name: Learned})"
"(:Concept {domain: Computer science,name: Learners})"
"(:Concept {domain: Computer science,name: Learners by computational complexity})"
"(:Concept {domain: Computer science,name: Learners by sample complexity})"
"(:Concept {domain: Education (or cognitive psychology),name: Learning})"
"(:Concept {domain: Computer science,name: Learning algorithms})"
"(:Concept {domain: Go,name: Lee sedol})"
"(:Concept {domain: Linguistics,name: Linguistics})"
"(:Concept {domain: Artificial intelligence,name: Llama})"
"(:Concept {domain: Artificial intelligence,name: Llms})"
"(:Concept {domain: Computer science,name: Local search})"
"(:Concept {domain: Mathematics,name: Local set})"
"(:Concept {domain: Logic,name: Logical connectives})"
"(:Concept {domain: Operations research,name: Logistics})"
"(:Concept {domain: Computer science,name: Long short term memory})"
"(:Concept {domain: Computer science,name: Loss function})"
"(:Concept {domain: Economics,name: Loss of funding})"
"(:Concept {domain: Engineering,name: Machine})"
"(:Concept {domain: Computer science,name: Machine learning})"
"(:Concept {domain: Computer science,name: Machine learning models})"
"(:Concept {domain: Computer science,name: Machine perception})"
"(:Concept {domain: Computer science,name: Machine translation})"
"(:Concept {domain: Engineering,name: Machines})"
"(:Concept {domain: Robotics,name: Machines to perceive their environment})"
"(:Concept {domain: Computer science,name: Main applications})"
"(:Concept {domain: Psychology,name: Make decisions})"
"(:Concept {domain: Artificial intelligence,name: Make the model more harmless})"
"(:Concept {domain: Artificial intelligence,name: Make the model more truthful})"
"(:Concept {domain: Artificial intelligence,name: Make the model more useful})"
"(:Concept {domain: Logic,name: Making logical deductions})"
"(:Concept {domain: Artificial intelligence,name: Many ai agents})"
"(:Concept {domain: Artificial intelligence,name: Many ai applications})"
"(:Concept {domain: Computer science,name: Many algorithms})"
"(:Concept {domain: Mathematics,name: Many problems})"
"(:Concept {domain: History,name: Margaret masterman})"
"(:Concept {domain: Military science,name: Marking of enemy positions})"
"(:Concept {domain: Computer science,name: Markov decision process})"
"(:Concept {domain: Statistics,name: Markov decision processes})"
"(:Concept {domain: Mathematics,name: Mathematical optimization})"
"(:Concept {domain: Mathematics,name: Mathematics})"
"(:Concept {domain: Linguistics,name: Meaning and not grammar was the key})"
"(:Concept {domain: Artificial intelligence,name: Means-ends analysis})"
"(:Concept {domain: Economics,name: Mechanism design})"
"(:Concept {domain: Medicine,name: Medical professionals})"
"(:Concept {domain: Business,name: Meta})"
"(:Concept {domain: Computer science,name: Methods})"
"(:Concept {domain: Economics,name: Methods based on economics})"
"(:Concept {domain: Operations research,name: Methods based on operations research})"
"(:Concept {domain: Statistics,name: Methods based on statistics})"
"(:Concept {domain: Economics,name: Methods from economics})"
"(:Concept {domain: Probability,name: Methods from probability theory})"
"(:Concept {domain: Engineering,name: Microphones})"
"(:Concept {domain: Biology,name: Microscopy imaging})"
"(:Concept {domain: Computer science,name: Microsoft translator})"
"(:Concept {domain: Computer science,name: Microsoft's deepface})"
"(:Concept {domain: Military science,name: Military operations})"
"(:Concept {domain: Artificial intelligence,name: Mistral})"
"(:Concept {domain: Medicine,name: Modalities})"
"(:Concept {domain: Statistics,name: Model complex relationships})"
"(:Concept {domain: Artificial intelligence,name: Model more harmless})"
"(:Concept {domain: Artificial intelligence,name: Model more truthful})"
"(:Concept {domain: Artificial intelligence,name: Model more useful})"
"(:Concept {domain: Science,name: Models})"
"(:Concept {domain: Economics,name: Moderate successes})"
"(:Concept {domain: Computer science,name: Modern deep learning techniques})"
"(:Concept {domain: Computer science,name: Monte carlo tree search})"
"(:Concept {domain: Economics,name: Moore's law})"
"(:Concept {domain: Medicine,name: More accurately diagnose and treat patients})"
"(:Concept {domain: Engineering,name: More sensitive})"
"(:Concept {domain: Computer science,name: Most common training technique})"
"(:Concept {domain: Computer science,name: Most successful network architecture})"
"(:Concept {domain: Artificial intelligence,name: Most widely used analogical ai})"
"(:Concept {domain: Computer science,name: Most widely used learner})"
"(:Concept {domain: Artificial intelligence,name: Multimodal gpt models})"
"(:Concept {domain: Computer science,name: Multimodal sentiment analysis})"
"(:Concept {domain: Economics,name: Multiple cycles of optimism})"
"(:Concept {domain: Computer science,name: Multiple layers})"
"(:Concept {domain: Artificial intelligence,name: Muzero})"
"(:Concept {domain: Statistics,name: Naive bayes classifier})"
"(:Concept {domain: Computer science,name: Natural language processing})"
"(:Concept {domain: Business,name: Netflix})"
"(:Concept {domain: Computer science,name: Network})"
"(:Concept {domain: Computer science,name: Neural network})"
"(:Concept {domain: Computer science,name: Neural networks})"
"(:Concept {domain: Neuroscience,name: Neurons in a biological brain})"
"(:Concept {domain: Neuroscience,name: Neuroscience})"
"(:Concept {domain: Science,name: New discovery})"
"(:Concept {domain: Logic,name: New statement})"
"(:Concept {domain: Computer science,name: Next layer})"
"(:Concept {domain: Linguistics,name: Noam chomsky's generative grammar})"
"(:Concept {domain: Computer science,name: Node})"
"(:Concept {domain: Computer science,name: Nodes})"
"(:Concept {domain: Logic,name: Non-monotonic logics})"
"(:Concept {domain: Logic,name: Not})"
"(:Concept {domain: Computer science,name: Not included in their training data})"
"(:Concept {domain: Mathematics,name: Number})"
"(:Concept {domain: Mathematics,name: Number to each situation})"
"(:Concept {domain: Mathematics,name: Numeric function based on numeric input})"
"(:Concept {domain: Business,name: Nvidia co-founder and ceo})"
"(:Concept {domain: Computer science,name: Object})"
"(:Concept {domain: Computer science,name: Object recognition})"
"(:Concept {domain: Computer science,name: Object tracking})"
"(:Concept {domain: Category theory,name: Objects})"
"(:Concept {domain: Science,name: Observation})"
"(:Concept {domain: Science,name: Observations})"
"(:Concept {domain: Computer science,name: Ontology})"
"(:Concept {domain: Computer science,name: Openai})"
"(:Concept {domain: Logic,name: Or})"
"(:Concept {domain: Biology,name: Organoid and tissue engineering development})"
"(:Concept {domain: Computer science,name: Output})"
"(:Concept {domain: Computer science,name: Output signal back into the input})"
"(:Concept {domain: Economics,name: Overcome discrepancies in funding})"
"(:Concept {domain: Computer science,name: Parameters incrementally})"
"(:Concept {domain: Computer science,name: Parent nodes})"
"(:Concept {domain: Logic,name: Parent nodes by inference rules})"
"(:Concept {domain: Artificial intelligence,name: Part of ai from the beginning})"
"(:Concept {domain: Computer science,name: Particle swarm optimization})"
"(:Concept {domain: Education,name: Particular domain of knowledge})"
"(:Concept {domain: Psychology,name: Particular goals})"
"(:Concept {domain: Psychology,name: Particular traits})"
"(:Concept {domain: Mathematics,name: Pattern})"
"(:Concept {domain: Computer science,name: Pattern matching})"
"(:Concept {domain: Mathematics,name: Patterns})"
"(:Concept {domain: Statistics,name: Patterns in data})"
"(:Concept {domain: Statistics,name: Patterns in fresh data})"
"(:Concept {domain: Sociology,name: People to ask a question})"
"(:Concept {domain: Sociology,name: People to request a task})"
"(:Concept {domain: Biology,name: Perceive their environment})"
"(:Concept {domain: Sociology,name: Perceived as ai})"
"(:Concept {domain: Cognitive psychology,name: Perception})"
"(:Concept {domain: Computer science,name: Perception systems analyze processes})"
"(:Concept {domain: Computer science,name: Perceptrons})"
"(:Concept {domain: Computer science,name: Performance of programs})"
"(:Concept {domain: Computer science,name: Performance of programs in computer vision})"
"(:Concept {domain: Computer science,name: Performance of programs in image classification})"
"(:Concept {domain: Computer science,name: Performance of programs in many important subfields})"
"(:Concept {domain: Computer science,name: Performance of programs in natural language processing})"
"(:Concept {domain: Computer science,name: Performance of programs in speech recognition})"
"(:Concept {domain: Computer science,name: Performance of some language models was low})"
"(:Concept {domain: Computer science,name: Performance on a given task automatically})"
"(:Concept {domain: Economics,name: Performance over time})"
"(:Concept {domain: Computer science,name: Performing tasks within their defined scope})"
"(:Concept {domain: History,name: Period of rapid progress})"
"(:Concept {domain: Economics,name: Periods of disappointment})"
"(:Concept {domain: Philosophy,name: Philosophy})"
"(:Concept {domain: Computer science,name: Planning})"
"(:Concept {domain: Computer science,name: Planning algorithms})"
"(:Concept {domain: Sports,name: Playstation gran turismo competition})"
"(:Concept {domain: Artificial intelligence,name: Pluribus})"
"(:Concept {domain: Artificial intelligence,name: Poker-playing program})"
"(:Concept {domain: Political science,name: Policy})"
"(:Concept {domain: Philosophy,name: Potential existential risks})"
"(:Concept {domain: Mathematics,name: Precise mathematical tools})"
"(:Concept {domain: Computer science,name: Predefined class})"
"(:Concept {domain: Logic,name: Predicate logic})"
"(:Concept {domain: Logic,name: Predicates})"
"(:Concept {domain: Statistics,name: Predict what category the input belongs in})"
"(:Concept {domain: Linguistics,name: Predicting the next token})"
"(:Concept {domain: Statistics,name: Prediction})"
"(:Concept {domain: Unspecified (requires context),name: Predictions})"
"(:Concept {domain: Statistics,name: Predominant})"
"(:Concept {domain: Psychology,name: Preferences})"
"(:Concept {domain: Logic,name: Premises})"
"(:Concept {domain: Computer science,name: Pretraining})"
"(:Concept {domain: Artificial intelligence,name: Previous ai techniques})"
"(:Concept {domain: Psychology,name: Prioritize choices})"
"(:Concept {domain: Computer science,name: Probabilistic algorithms})"
"(:Concept {domain: Statistics,name: Probabilistic models})"
"(:Concept {domain: Probability,name: Probability that a particular action will change the state})"
"(:Concept {domain: Probability,name: Probability that the outcome will occur})"
"(:Concept {domain: Mathematics,name: Problem})"
